Sensor01_Date,Sensor01_Accel_X,Sensor01_Accel_Y,Sensor01_Accel_Z,Sensor01_Gyro_X,Sensor01_Gyro_Y,Sensor01_Gyro_Z,Sensor01_Step,Sensor01_Step_type,Sensor02_Date,Sensor02_Accel_X,Sensor02_Accel_Y,Sensor02_Accel_Z,Sensor02_Gyro_X,Sensor02_Gyro_Y,Sensor02_Gyro_Z,Sensor03_Date,Sensor03_Accel_X,Sensor03_Accel_Y,Sensor03_Accel_Z,Sensor03_Gyro_X,Sensor03_Gyro_Y,Sensor03_Gyro_Z
2017-02-27 11:27:18.617,0.4887976370578492,0.7434313089589106,0.4747108934524051,0.4988525390625,0.5034362411499024,0.5020751571655273,0,none,2017-02-27 11:27:18.624,0.3730202965810899,0.6876273057271943,0.6037547373816353,0.5023070907592774,0.4994689559936523,0.5003844833374024,2017-02-27 11:27:18.628,0.558010002312893,0.6486077447399275,0.7005002076404191,0.49763744354248046,0.49851497650146487,0.5005783081054688
2017-02-27 11:27:18.683,0.4869169899028968,0.7426120005917239,0.47770390850352956,0.4982421875,0.5023681259155274,0.5008544540405273,0,none,2017-02-27 11:27:18.691,0.37259563432029424,0.6888410959008042,0.6043832705423715,0.5004760360717774,0.4996215438842773,0.5008422470092774,2017-02-27 11:27:18.695,0.5596783183374475,0.6476367126010396,0.7003505568878629,0.4977888107299805,0.4988189697265625,0.49920513153076174
2017-02-27 11:27:18.750,0.4854913380273683,0.7436740669936327,0.47629719142950105,0.499310302734375,0.5026733016967774,0.5008544540405273,0,none,2017-02-27 11:27:18.757,0.37135198055653534,0.6909652287046216,0.6065981016802036,0.5006286239624024,0.4996215438842773,0.5005370712280274,2017-02-27 11:27:18.762,0.5579190032570082,0.6499125691765583,0.6983751669541207,0.49626251220703127,0.49759784698486326,0.4992051696777344
2017-02-27 11:27:18.817,0.4878269804617447,0.7439168250283547,0.4755190075162087,0.500836181640625,0.4993163681030273,0.5016173934936523,0,none,2017-02-27 11:27:18.824,0.37259563432029424,0.6905707468981984,0.6053111052082201,0.5012389755249024,0.4987060165405273,0.5000793075561524,2017-02-27 11:27:18.828,0.5575246740148407,0.649760845404857,0.6990336302653681,0.49443084716796876,0.4971394729614258,0.501799201965332
2017-02-27 11:27:18.883,0.4879179795176295,0.7420657950135995,0.4745313125493376,0.500225830078125,0.4991637802124023,0.5017699813842773,0,none,2017-02-27 11:27:18.891,0.37450661449387496,0.688810751146464,0.6055804765628212,0.5010863876342774,0.4997741317749023,0.4999267196655273,2017-02-27 11:27:18.895,0.5587683277785996,0.6491842950723923,0.6994825825230367,0.5019064712524414,0.4983589553833008,0.4996630859375
2017-02-27 11:27:18.950,0.48594633330679227,0.7419747607505788,0.4761774708274561,0.4988525390625,0.5008422470092774,0.5014648056030273,0,none,2017-02-27 11:27:18.957,0.37320229469285954,0.6906314364068789,0.603964248435214,0.5013915634155274,0.4990111923217773,0.5009948348999024,2017-02-27 11:27:18.962,0.5578583372197516,0.6493663635984338,0.6997818840281492,0.5017544555664063,0.4989699172973633,0.49951045989990234
2017-02-27 11:27:19.017,0.4878269804617447,0.7431278614155082,0.478003210008642,0.50037841796875,0.4980956649780273,0.5011596298217773,0,none,2017-02-27 11:27:19.024,0.37162497772418973,0.6889928196725055,0.6062090097235574,0.5020019149780274,0.5002318954467774,0.5005370712280274,2017-02-27 11:27:19.028,0.5588896598531127,0.6488201580203093,0.6984649574056545,0.5005307388305664,0.4991194915771484,0.49981590270996096
2017-02-27 11:27:19.083,0.4873113191450642,0.7439168250283547,0.4742918713452477,0.5000732421875,0.5020629501342774,0.5013122177124023,0,none,2017-02-27 11:27:19.090,0.37274729941343554,0.6894783357419494,0.6064783810781585,0.5024596786499024,0.5005370712280274,0.5006896591186524,2017-02-27 11:27:19.095,0.5569180136422754,0.650367740491662,0.6980160051479858,0.4988520431518555,0.4986614990234375,0.5025624847412109
2017-02-27 11:27:19.150,0.4857643351950227,0.7420961397679398,0.47515984571007375,0.500225830078125,0.4999267196655273,0.5017699813842773,0,none,2017-02-27 11:27:19.157,0.3722923041340116,0.6908135049329204,0.6038445278331691,0.4995605087280273,0.5000793075561524,0.5005370712280274,2017-02-27 11:27:19.162,0.5586166626854583,0.650731877543745,0.6983153066530983,0.4982415008544922,0.49850872039794925,0.4982900619506836
2017-02-27 11:27:19.217,0.4880999776293991,0.7425513110830435,0.4745612426998489,0.5000732421875,0.5017577743530274,0.5025329208374023,0,none,2017-02-27 11:27:19.224,0.3730202965810899,0.6898121280396922,0.6060593589710012,0.5023070907592774,0.5005370712280274,0.5014525985717774,2017-02-27 11:27:19.228,0.5584649975923169,0.6500642929482595,0.6996023031250818,0.5020560073852539,0.49957664489746095,0.5007314682006836
