Sensor01_Date,Sensor01_Accel_X,Sensor01_Accel_Y,Sensor01_Accel_Z,Sensor01_Gyro_X,Sensor01_Gyro_Y,Sensor01_Gyro_Z,Sensor01_Step,Sensor01_Step_type,Sensor02_Date,Sensor02_Accel_X,Sensor02_Accel_Y,Sensor02_Accel_Z,Sensor02_Gyro_X,Sensor02_Gyro_Y,Sensor02_Gyro_Z,Sensor03_Date,Sensor03_Accel_X,Sensor03_Accel_Y,Sensor03_Accel_Z,Sensor03_Gyro_X,Sensor03_Gyro_Y,Sensor03_Gyro_Z
2017-02-09 14:24:39.317,0.3225726949749568,0.6492715362411207,0.5080830112724426,0.519146728515625,0.5081664657592774,0.44790645599365225,0,none,2017-02-09 14:24:39.329,0.6999799043751591,0.5883999590345824,0.4087298766503668,0.49344482421875,0.4921142578125,0.5119140243530274,2017-02-09 14:24:39.358,0.501014260310383,0.7503233612884407,0.5234035070653859,0.5090783309936523,0.4996078109741211,0.4999478149414063
2017-02-09 14:24:39.383,0.34219815802744424,0.6232357370171877,0.48668295365690284,0.49976806640625,0.5537902450561523,0.5087890243530273,0,none,2017-02-09 14:24:39.396,0.6976442619407827,0.5780827425588981,0.4132493293775647,0.498480224609375,0.487841796875,0.5142028427124024,2017-02-09 14:24:39.425,0.49952794239759796,0.7508392221122249,0.5158012488355298,0.5031255722045899,0.49350250244140625,0.5026945495605468
2017-02-09 14:24:39.450,0.3360708882645347,0.638559837959013,0.5294531387374711,0.5879638671875,0.4994689559936523,0.5313720321655273,0,none,2017-02-09 14:24:39.462,0.7058645099890425,0.5814813550450059,0.40564707114770865,0.50107421875,0.498980712890625,0.5167968368530274,2017-02-09 14:24:39.492,0.5055945461232509,0.749746810955976,0.5243612718817456,0.5037356948852539,0.4965540313720703,0.5036100769042968
2017-02-09 14:24:39.517,0.34990274475902355,0.6489984334520584,0.5205638840356316,0.632061767578125,0.4906188583374023,0.5353393173217773,0,none,2017-02-09 14:24:39.529,0.7068958326224035,0.5830896270250391,0.4034023098593653,0.500311279296875,0.4969970703125,0.5146606063842774,2017-02-09 14:24:39.558,0.5055338800859944,0.7515674962163909,0.5216076980347112,0.5040404891967774,0.49731658935546874,0.5004057693481445
2017-02-09 14:24:39.583,0.30992382620697023,0.6412605210952951,0.49404577068266897,0.61207275390625,0.47276607513427726,0.5696715927124023,0,none,2017-02-09 14:24:39.596,0.7113244533421302,0.5817544578340681,0.3993318093898361,0.50107421875,0.500506591796875,0.5111510848999024,2017-02-09 14:24:39.625,0.5037442319869267,0.7505964640775029,0.5199615397565928,0.5008349227905273,0.49777313232421877,0.5004058837890625
2017-02-09 14:24:39.650,0.29029836315448276,0.6624411596247883,0.5604607746671203,0.56080322265625,0.5226623153686524,0.5612792587280273,0,none,2017-02-09 14:24:39.662,0.7098381354293453,0.5772937789460516,0.4092985495100805,0.48795166015625,0.507830810546875,0.49497676849365235,2017-02-09 14:24:39.692,0.5028949074653354,0.749504052921254,0.5268754045246902,0.5017502593994141,0.5008246994018555,0.4994903564453125
2017-02-09 14:24:39.716,0.26739693409014265,0.6479970565588302,0.5224794136683512,0.468792724609375,0.5659972763061523,0.45339962005615225,0,none,2017-02-09 14:24:39.729,0.7016482203997136,0.5775365369807737,0.41193240275507,0.489019775390625,0.503253173828125,0.49009395599365235,2017-02-09 14:24:39.758,0.5007412631427286,0.7498075004646564,0.5210390251749976,0.5061748886108398,0.5012820434570312,0.5014740371704102
2017-02-09 14:24:39.783,0.2804401321002966,0.6445074098097017,0.47866167331988935,0.467266845703125,0.5354796981811523,0.45553585052490225,0,none,2017-02-09 14:24:39.796,0.70695649865966,0.5814510102906656,0.4108249871861539,0.49710693359375,0.501116943359375,0.5003173446655274,2017-02-09 14:24:39.825,0.5043205593408638,0.7505964640775029,0.5205302126163064,0.5052593612670898,0.5009768676757812,0.5040680313110352
2017-02-09 14:24:39.850,0.30764884980985036,0.6157709274494867,0.4739925698401352,0.48603515625,0.5069457626342774,0.49215694427490236,0,none,2017-02-09 14:24:39.862,0.7053791816909902,0.5792054984694873,0.4119623329055812,0.4943603515625,0.49852294921875,0.5070312118530274,2017-02-09 14:24:39.891,0.5038655640614399,0.7510516353926066,0.5206798633688626,0.49717140197753906,0.49792430877685545,0.5033051681518554
2017-02-09 14:24:39.916,0.31562643370908405,0.6170150623774369,0.46914388545731367,0.49061279296875,0.5284606552124023,0.5107726669311523,0,none,2017-02-09 14:24:39.929,0.7100504665597431,0.5805710124147985,0.4111542188417776,0.4919189453125,0.499896240234375,0.5071837997436524,2017-02-09 14:24:39.958,0.5058675432909053,0.7505054298144821,0.5219069995398237,0.4986958312988281,0.4985332489013672,0.5026949310302734
2017-02-09 14:24:39.983,0.2957279734889422,0.634159848579677,0.4842586114654921,0.4927490234375,0.5331908798217773,0.5240478134155273,0,none,2017-02-09 14:24:39.996,0.7061678401753252,0.5790841194521262,0.41199226305609243,0.487646484375,0.499591064453125,0.5041320419311524,2017-02-09 14:24:40.025,0.5058372102722771,0.7489578473431294,0.5216675583357336,0.5003731155395508,0.49898979187011716,0.5017795181274414
2017-02-09 14:24:40.050,0.2910870216388176,0.6375584610657848,0.4827920340904411,0.501446533203125,0.5164062118530274,0.5046691513061523,0,none,2017-02-09 14:24:40.062,0.7124164420127478,0.5780220530502176,0.4092985495100805,0.499853515625,0.498675537109375,0.5039794540405274,2017-02-09 14:24:40.091,0.5049878857506856,0.7503537060427808,0.5203207015627277,0.5005250930786133,0.4983788299560547,0.5007114791870118
